"A1" "A2" "A3" "A4" "A6" "A10" "A11" "A14" "A15" "A16" "A19" "A20" "A24" "A26" "A28" "A29" "A33" "A34" "A36" "A37" "A38" "A39" "A41" "A42" "A43" "A46" "A48" "A49" "A51" "A57" "A60" "A61" "A62" "A63" "A64" "A66" "A68" "A69" "A70" "A76" "A79" "A81" "A82" "A83" "A85" "A86" "A89" "A90" "A92" "A94" "A97" "A98" "A99" "B2" "B3" "B5" "B6" "B10" "B11" "B12" "B18" "B19" "B21" "B22" "B23" "B24" "B26" "B28" "B29" "B31" "B33" "B37" "B38" "B40" "B42" "B43" "B44" "B45" "B46" "B47" "B48" "B51" "B53" "B55" "B56" "B63" "B66" "B67" "B69" "B70" "B71" "B75" "B76" "B78" "B79" "B83" "B87" "B88" "B90" "B91" "B92" "B95" "B100"
"A46" 0.458685899333239 0.336363622485683 0.527775849482389 0.456716785767252 0.563697687676157 0.703588714557724 0.631401458919725 0.526712839036468 0.550292338382977 0.660423847740361 0.633495953705909 0.476690597248431 0.388226063866641 0.564652231524107 0.736568508151308 0.560730165483116 0.461177316841382 0.564606292977725 0.628756377869649 0.50627161297307 0.451786957674837 0.635025091569663 0.543519231174276 0.405719576504123 0.644492006881245 0.0694723936042817 0.485133600817177 0.419148387470216 0.515968495017846 0.504378180226742 0.55792232537266 0.530900868666204 0.584694961632825 0.647126527245233 0.498956994253533 0.345667115057176 0.502245349357996 0.462421048633318 0.49241732901123 0.470015552696558 0.542021248663243 0.569607700324401 0.641352745107035 0.573015509232764 0.389061793425473 0.427653487645561 0.594533524310808 0.437229509320436 0.552232879886478 0.420919727435982 0.51677215928197 0.451624818420732 0.379385967356068 0.717858493681026 0.457162110944926 0.681631275719758 0.55304678300274 0.707239211042638 0.596176698888941 0.522760934861083 0.493482034136367 0.405942685988032 0.565733905854903 0.628587391481324 0.706604543307704 0.571456519876499 0.694723169003042 0.484247510014304 0.623396396073064 0.508592503176383 0.650918867057584 0.547343595563381 0.666294613592123 0.420399979913343 0.625099533259684 0.575703571200681 0.700392599116099 0.515560086435464 0.46113409025002 0.62903383702611 0.532497781358476 0.539973025305295 0.369465432162008 0.722578643701118 0.488537407946883 0.504591710024237 0.53852292928512 0.418312843897623 0.575504396827778 0.536033319516699 0.603774212103874 0.34003458404094 0.410927308849503 0.582348926314453 0.608257663620005 0.607616313742244 0.86755043211771 0.554042967692374 0.514371467473065 0.662636429123158 0.520920402221066 0.592514265741265 0.581111995709371
"A48" 0.441314229225373 0.457964771734877 0.285253815561578 0.303010219477851 0.29719296698188 0.382030362724905 0.423189060816213 0.399282626401796 0.387087010978676 0.557575983330327 0.512998714917339 0.354416507290138 0.411440279318775 0.414590364777213 0.456694102358654 0.425771772740214 0.332695162412164 0.368866416351638 0.562562774397995 0.272754850732661 0.326847738429579 0.517570438289121 0.397811780491807 0.342835238425887 0.482636774383972 0.485133600817177 0.0844803848062593 0.359661533033431 0.407946003696803 0.379290938151828 0.417430612441272 0.362154161055512 0.453662015427541 0.457644739368408 0.405162697759149 0.386586403416571 0.382519462231979 0.393766418135375 0.550717763309581 0.352625319343198 0.322084473599379 0.456280504424081 0.416431311689867 0.258340882593552 0.435858096594732 0.387012663232661 0.525988741880126 0.377446922513862 0.30553827100788 0.361317026790223 0.453101539268582 0.273647312471606 0.382416981664804 0.675761339922749 0.513960662433594 0.554394914993188 0.638036296729493 0.529419198410576 0.561484911004908 0.508561013862916 0.549479537589215 0.449246846233481 0.470705922778762 0.59593932525539 0.508379445250322 0.567330093265006 0.567933542789385 0.402489702661204 0.58903805041191 0.537257750060606 0.693936667766001 0.622681701810768 0.709625432836087 0.495630339062462 0.463463142508123 0.553813962431558 0.670558025515506 0.459636738120872 0.440426483539451 0.543741804168868 0.41086209921823 0.572420418455853 0.427506202565706 0.639385259747808 0.477645994029165 0.564861147042547 0.456204828525711 0.485093100246666 0.353945514208164 0.542804795523924 0.41705183864385 0.456994732768076 0.538660832987582 0.506462571675768 0.558463783725987 0.5331471171168 0.665212841355764 0.627846662141795 0.420996402238043 0.632304290578876 0.500859262953964 0.580955544258172 0.457148529189863
"A49" 0.474909384347985 0.316276744688094 0.25589564285251 0.300641755846818 0.41156487106352 0.413755236229216 0.291740081318538 0.236280150592354 0.305680285558924 0.537884235331799 0.495072791169241 0.31205188536439 0.460157353451383 0.307473712817026 0.417394421019002 0.403544031292475 0.458196158609227 0.363551783086059 0.432075683353703 0.302544899384623 0.371941222408189 0.33575418722239 0.508483035955597 0.448848331072804 0.539585327015193 0.419148387470216 0.359661533033431 0.076975617277519 0.536618846314915 0.352589549807544 0.468602190179559 0.381371050067421 0.457513851242219 0.379282876039265 0.505775019878724 0.405670770229476 0.390145596984456 0.397698118708864 0.451467216856354 0.465952320606312 0.569139353457892 0.42401600073348 0.467318135466209 0.38332978185452 0.442127227033945 0.377942408936756 0.412330261259619 0.430696879380207 0.323641161932971 0.411240173264392 0.403076782351161 0.424277286276438 0.512960273104047 0.676191464246876 0.579317869267326 0.556461558517366 0.646071770756721 0.708692087699589 0.614434233909101 0.453338083301676 0.572633880825406 0.518855895670477 0.537651434252967 0.601586697991907 0.692085674734931 0.62326498948628 0.61754167954026 0.408387905901655 0.597459088686812 0.614915339217982 0.795089975066519 0.626639164760161 0.79240641333786 0.561578310374467 0.606308991947656 0.670190830760728 0.602264317641632 0.473660218768367 0.402251075816554 0.520215786662357 0.522060322571449 0.594945497215468 0.512052829975839 0.570346660815384 0.634181297592981 0.622773536855591 0.600541792578452 0.500826616553571 0.336234871565506 0.616422434516671 0.52158903953935 0.509643477984534 0.640017336100555 0.56436555323644 0.516735771117758 0.589204005193488 0.686561650025808 0.645426910642421 0.519995322620946 0.688778812034335 0.607331959674472 0.687320815700493 0.588603945707658
"A51" 0.265010208128463 0.397451878120411 0.455139473619613 0.360907067462444 0.454727409631093 0.460250878542131 0.379197035947734 0.479954889798755 0.510380255904356 0.3960835211846 0.410457857823225 0.567421755048002 0.330509040371112 0.572793735766209 0.508225244091027 0.538905610034183 0.439865295010562 0.54081968364169 0.349326562593532 0.398781355399484 0.43550261794046 0.39409098738432 0.503677917433188 0.378710791829651 0.360601422321318 0.515968495017846 0.407946003696803 0.536618846314915 0 0.355567051237403 0.401656982516973 0.437152484614134 0.385559605551687 0.397324551201236 0.306305864269064 0.314231320309514 0.39157733702918 0.422479768618418 0.415284583150418 0.180837532135493 0.4396529643126 0.527446565134308 0.625926371793845 0.493485624726108 0.464679120263338 0.368833438732818 0.299552657407897 0.289371324169728 0.495490260822062 0.380961608940415 0.32561763140628 0.446814784585051 0.501055645629982 0.616062455940881 0.470596339193782 0.561512687656511 0.594345232615353 0.494837937093443 0.534462182348873 0.492461627016662 0.482286543601954 0.532350472808436 0.520974073901178 0.558041717329131 0.595268390885446 0.484611611757428 0.622491146305521 0.413116748844563 0.577302591199459 0.593868102672466 0.725649200530785 0.677276016125389 0.659283850848874 0.496043106422275 0.603180048006956 0.542656073412849 0.581700527070607 0.531159435542332 0.554526879063954 0.639625702070945 0.434880017780151 0.557437687982364 0.500390782988263 0.634308558945414 0.479091089849418 0.543119281659679 0.484107395468296 0.539157558999393 0.523199214624182 0.533939369750014 0.659207040786177 0.561923322051559 0.59292731009009 0.531214163098614 0.570022113300688 0.495388176318414 0.677507313400662 0.648743963868481 0.575823233975643 0.593846400182176 0.479878235687277 0.523980216888226 0.481113994041939
"A57" 0.2859822928157 0.366726212713308 0.335828890037808 0.250287184139169 0.452758507851715 0.380299045145559 0.421657599351205 0.225733559605876 0.432935954301336 0.376169280414521 0.542465933664199 0.335938493211188 0.330754525586967 0.428937831826467 0.447502252993239 0.453286298419942 0.503557140620621 0.485610776085856 0.430560175412205 0.255536232467623 0.433642251075371 0.452072914762577 0.566605797362161 0.360844941286896 0.435888866461009 0.504378180226742 0.379290938151828 0.352589549807544 0.355567051237403 0.0975797126746065 0.370233332114427 0.390099961286191 0.340723247725102 0.306134436043615 0.351557257240788 0.271834461768491 0.354858667137483 0.325833768581329 0.45241992586537 0.377255336906215 0.466622267389905 0.403330970852352 0.522063267007278 0.420890611940708 0.399553963970969 0.420874219183972 0.405217608069751 0.355854467980029 0.371778091398507 0.374100382984141 0.341371341969453 0.418496678442216 0.513937467353286 0.677645905047306 0.540359829418388 0.562637885916495 0.657008893839723 0.629121950765533 0.558207780280497 0.393789271759786 0.545634242413739 0.57658266217216 0.431849437481767 0.591497728479611 0.637553125103456 0.63226676066012 0.580024320609824 0.33878503509889 0.55105061446436 0.617138341233088 0.79107032297997 0.644169067564936 0.70245230344721 0.519555526933692 0.488989144688872 0.642697600256318 0.6639313468435 0.476599186633114 0.465134828656835 0.53579381279346 0.44863760111593 0.588564142127302 0.559421331787375 0.637389145148564 0.548261529980056 0.65238470710297 0.532443872851373 0.580375709039586 0.48285255376405 0.630851882246401 0.437166525015711 0.556617460697986 0.658923778148736 0.563439780241734 0.554148756915911 0.529014349993612 0.57276122082051 0.680041518575338 0.551910826032992 0.705378253255322 0.600141563255855 0.594619462488262 0.533337511743563
"A60" 0.516929647671089 0.389143754923306 0.440361404870913 0.45077243259191 0.558305269868387 0.377896415751191 0.465694376520717 0.40863652064607 0.321218164889356 0.434877751146335 0.336875942992716 0.394363940879913 0.536760897821996 0.523206498812785 0.281570966236852 0.390272274404875 0.519998441841352 0.504861198913795 0.417445852082292 0.313764424928764 0.303944016958726 0.465661811290798 0.407055191064763 0.32022793396758 0.555098618537596 0.55792232537266 0.417430612441272 0.468602190179559 0.401656982516973 0.370233332114427 0.139825153251122 0.316272475339427 0.577341611541563 0.404287744641855 0.484129846177397 0.392935638759428 0.292784588749165 0.468795372192666 0.448039446818294 0.379075236613972 0.574755739196098 0.280933844810527 0.462058242266702 0.420374598089691 0.585516716956397 0.418608722364748 0.433940306482703 0.537905698715854 0.461129948026678 0.509963613890948 0.268878740998574 0.392405833455464 0.564488066652781 0.625945329151336 0.392072941582641 0.424619588417415 0.449219702644905 0.48559686378889 0.409056354077298 0.356116681560754 0.471182255632359 0.48744847260002 0.366970468783045 0.46976468997019 0.52984079849587 0.469725892807693 0.532733310509549 0.348437165196105 0.351997672760232 0.452070600611868 0.610965315895595 0.565640539940313 0.578810714750529 0.488301521989494 0.518213592575063 0.567492895544008 0.465016497677175 0.37409347761855 0.408726892146695 0.38863160307422 0.345605098849662 0.478264521842257 0.483303683273366 0.488023608347391 0.400071154616487 0.591507122012601 0.50753747244413 0.438311520369715 0.418781259997108 0.457938787021833 0.547748007671341 0.465381151378487 0.413217700056145 0.544685831728035 0.351624522745254 0.412080058083294 0.54635393869124 0.524486007488239 0.507825049561227 0.591645078837269 0.586131599200709 0.543229830811494 0.445641638141104
"A61" 0.475450703188046 0.295005708293527 0.382485920460196 0.39783704800558 0.469803905898805 0.380112603089676 0.44101612025591 0.428391352792158 0.301272401924305 0.539963530208151 0.283012583920383 0.366355289547393 0.489294195722089 0.394339919453275 0.330823886238079 0.320009085759854 0.484458838467615 0.326593636227464 0.385168392771875 0.28726444109014 0.453332709436928 0.341734008798597 0.399667747555797 0.47600682947783 0.4647091527161 0.530900868666204 0.362154161055512 0.381371050067421 0.437152484614134 0.390099961286191 0.316272475339427 0.139804402753228 0.593352902410944 0.368513955744755 0.356366305824749 0.440350047506248 0.455383875019345 0.479294979616631 0.385685645409456 0.355951837506965 0.544306301172759 0.366217107875502 0.428786995446923 0.436096034954278 0.566012246940957 0.322779489218655 0.350675845911694 0.441906501398486 0.398273810301452 0.50186741159039 0.389015528964667 0.408020146455123 0.476117036667298 0.501006282399576 0.411304730447994 0.482836486824985 0.517886666053395 0.444013939403199 0.399287892340422 0.329448291771707 0.425864801675999 0.473411442770136 0.445819557742015 0.508556062357245 0.498283716810092 0.45601634054578 0.451231737090502 0.310013337509341 0.43332558002267 0.53569382378541 0.693906123777323 0.604545645792426 0.662130190528039 0.504555862137589 0.521757389630488 0.557365938051548 0.452299047059172 0.396348561495398 0.323883406514181 0.338516384312868 0.381965212383605 0.478182327048397 0.461798293854869 0.474427789550537 0.37880875493841 0.508588876631259 0.474556291886558 0.402899207871287 0.264893179558417 0.512511918140584 0.500149426897751 0.475229062816494 0.494483587215109 0.497897477958299 0.406197653864004 0.456369091772818 0.512615767680812 0.519102400780621 0.408273979622284 0.571128318187148 0.548779149005088 0.515824025267456 0.41936915070296
"A62" 0.344120147692368 0.508317708634629 0.427709857843825 0.426103930587385 0.50032777330308 0.458570396135879 0.390242782502615 0.401217733006196 0.512925895453801 0.555409888756807 0.610677821670334 0.505953103921895 0.405906876313395 0.462242423642488 0.566438077105965 0.495026510248638 0.430229735154958 0.508474099113164 0.439393291998256 0.385070891876195 0.42169954284356 0.486011105925139 0.642718409720234 0.350927014608923 0.398166721861677 0.584694961632825 0.453662015427541 0.457513851242219 0.385559605551687 0.340723247725102 0.577341611541563 0.593352902410944 0.146225708272763 0.344185080978278 0.583043968002469 0.507529728460968 0.471381353007494 0.532250065924979 0.564963066805505 0.458296777091226 0.390894880826215 0.509907868483426 0.55008614561496 0.441790424273718 0.511417114729603 0.423008093274363 0.402955305088549 0.354003062125197 0.403693633370351 0.49047908945636 0.583046453906231 0.405845830801051 0.511539639269505 0.759719963368279 0.762129268149648 0.690359242545691 0.806565248530259 0.752394630607499 0.766780398539792 0.614323575781281 0.700002950155338 0.632291371358694 0.64756662202645 0.752292543062218 0.789885670466232 0.754991073601945 0.794344715958398 0.550319193820469 0.766481907498878 0.799122856404706 0.850845840803371 0.759215771476053 0.835234174506434 0.644328559296638 0.704603074734031 0.724137168457943 0.737431802541143 0.655856215728013 0.607032593852415 0.678812958734697 0.629111871055929 0.75414431385121 0.661570413896476 0.753951644831966 0.766831757494101 0.707050322934587 0.685986895125151 0.653464542051226 0.605510955077913 0.759168931835861 0.574578361026213 0.66219160779245 0.823197931423037 0.665140312343552 0.721643161775339 0.739219205183345 0.712859243043104 0.779781028466829 0.707541600174464 0.784227725616049 0.605067230981477 0.734184507299898 0.7292849189668
"A63" 0.359825834096911 0.414065680793249 0.393244918810215 0.387486079348643 0.396302539099429 0.293819235767326 0.384854485166971 0.318173712160098 0.320039081352527 0.438098570955075 0.376270521091127 0.3263306488162 0.44071590181309 0.298804556180029 0.352575731637214 0.391202928756816 0.431137608309247 0.389783241589022 0.356457040592422 0.226441391367659 0.441287819095639 0.303200300625157 0.505365004226247 0.296147095336383 0.211168207885848 0.647126527245233 0.457644739368408 0.379282876039265 0.397324551201236 0.306134436043615 0.404287744641855 0.368513955744755 0.344185080978278 0.0518613213005885 0.518346794217659 0.454664704464723 0.307427998361659 0.441136452908044 0.441018601201011 0.463368744650789 0.463482725237347 0.399715949863542 0.465866415976895 0.388449619764133 0.492866623934115 0.288778630950992 0.316817183555497 0.378532451201483 0.312554238868556 0.450631003708688 0.459498274070497 0.432888349314754 0.488599842215739 0.577563183255502 0.599908780992305 0.525972473679373 0.65654896458078 0.561198803940952 0.534353868908176 0.440809012967125 0.566445764762604 0.526657268250427 0.51478547202587 0.545362267274779 0.650030935781666 0.608736052267269 0.590429222182338 0.378951749505572 0.601532323724939 0.695631991009765 0.757454162625876 0.65297803937772 0.725786628829349 0.555676539285813 0.604481899644618 0.669594991869751 0.561379556779448 0.55582677836797 0.486281336619945 0.477849255949841 0.584035832200077 0.614474331905144 0.600203553991671 0.588767143435447 0.572604300653019 0.635925187657339 0.602137354067178 0.600481877356962 0.494797075574712 0.662703775629221 0.549319327205359 0.565383120493792 0.685206695369301 0.598744684291156 0.576644863255287 0.560647455093363 0.530966063864338 0.623727568275065 0.610306950537566 0.683237154136181 0.56221271140348 0.624170096327124 0.57769192986591
"A64" 0.307797024640014 0.440230485355404 0.433279052538849 0.270145740551185 0.363205400065476 0.558781786620252 0.505819767103121 0.482667056160174 0.530252795493142 0.39490439030717 0.53443111320476 0.501737408235726 0.328093055909599 0.5542821501017 0.570436607354591 0.548008194491472 0.537697181220156 0.529603567627222 0.467010521325084 0.417912979784156 0.604630307197095 0.48943195085379 0.501675981627122 0.596523147304753 0.517219661814757 0.498956994253533 0.405162697759149 0.505775019878724 0.306305864269064 0.351557257240788 0.484129846177397 0.356366305824749 0.583043968002469 0.518346794217659 0.0903650764743613 0.320651527131254 0.470891908719848 0.330453480091322 0.472295040477479 0.382808543737336 0.49527048530387 0.544942520388865 0.52635402229896 0.533274777969749 0.432738936540034 0.461450611376649 0.438436879377921 0.406778139541015 0.520759087600446 0.347355479225663 0.401212466819909 0.547824256525225 0.421652892408505 0.619453349464057 0.453210699944702 0.612546081469165 0.609929875930838 0.494463622749648 0.565372857971591 0.479843378785408 0.483516466898703 0.579461645652888 0.513827542774554 0.615902619066613 0.531212950252953 0.501452742893983 0.537232620434811 0.455616262232455 0.569818346121856 0.541857418464333 0.750674371008008 0.683753446076592 0.680498031521296 0.517216665426938 0.474646537356071 0.538628047013126 0.649356434430418 0.499486765784559 0.507446781682437 0.579126756347567 0.456898596702097 0.565094998374024 0.485190810751169 0.66210631819382 0.454203509145251 0.57798104073694 0.474064391106379 0.529926762991266 0.439326440718169 0.54972694463268 0.513696410059003 0.548187126357152 0.558244956926316 0.537110141474638 0.575295785789205 0.50241866784076 0.63401250778013 0.666267542899171 0.49830370372896 0.645169305299515 0.554838083935813 0.536446561232733 0.411499754925244
"A66" 0.350719351115918 0.359855825329905 0.384263039134656 0.301796621026312 0.463183098765841 0.5439809656332 0.53956205874764 0.398739111331351 0.521454930451611 0.386711829229487 0.524732506995649 0.417033639709005 0.336161154249757 0.539148132149977 0.555758515915182 0.592331809517878 0.455554486929143 0.590065739370902 0.542021181776031 0.345955865255477 0.456215199147419 0.516742560639061 0.539904792817907 0.375341671065954 0.496008360735221 0.345667115057176 0.386586403416571 0.405670770229476 0.314231320309514 0.271834461768491 0.392935638759428 0.440350047506248 0.507529728460968 0.454664704464723 0.320651527131254 0.117112936907505 0.368612755785487 0.289723108244412 0.468747799999087 0.385188992591371 0.483409541113066 0.521347947233463 0.589675004076142 0.441969852514601 0.360062369735089 0.411391606997171 0.522275759681946 0.368517143774956 0.464405112506786 0.317047651183895 0.347242206662181 0.44243948303068 0.458865663878362 0.670641902711497 0.37795584298429 0.527951985468072 0.51314466505008 0.546385552164783 0.489968089967138 0.41358429778205 0.467861747300109 0.4427519340683 0.389150678819503 0.489770872552678 0.595662196507258 0.508289395060508 0.58709660976276 0.334477688379529 0.487528848583905 0.453379067576784 0.675130277542871 0.561218591190035 0.581390024270162 0.35525932425828 0.438373863820743 0.548580488761165 0.64359932033117 0.414202743639436 0.474086443186364 0.574902866666376 0.439008287900475 0.505147748683473 0.422745716610843 0.674282784255053 0.439099417530487 0.569642126951971 0.450276567848483 0.52367616630432 0.529726727075899 0.494484386383721 0.495100829224348 0.389641332160141 0.493214253915628 0.545885474908835 0.521349175266717 0.434278367888399 0.669894073124482 0.591689178992721 0.547257576448996 0.633094948518439 0.490560222311616 0.527680194109676 0.444010431048332
"A68" 0.408285817590877 0.439253091821227 0.369901624845188 0.247829904946921 0.326002551699808 0.455246906922474 0.403437397013893 0.39591394973591 0.322553560642124 0.439714535169145 0.485422408563458 0.375000089986948 0.398046274088142 0.374197985493567 0.440328438518874 0.423731424679396 0.400091012055454 0.429315392941353 0.468013130254114 0.219551120295505 0.242878062097637 0.532641194690932 0.402735112123405 0.25332548023629 0.441586409160763 0.502245349357996 0.382519462231979 0.390145596984456 0.39157733702918 0.354858667137483 0.292784588749165 0.455383875019345 0.471381353007494 0.307427998361659 0.470891908719848 0.368612755785487 0.0407050854874634 0.355839408177891 0.503501827683713 0.475818971906141 0.438025667055275 0.375662129443074 0.504113474395221 0.355642615235082 0.473462043673802 0.308276256744751 0.484507584654526 0.429599992285918 0.272247280706252 0.373643202904797 0.344031521701879 0.334062057651875 0.439113391365241 0.726277632127591 0.526109583847506 0.49410782550928 0.553170395857348 0.572158061067485 0.553002683532053 0.459738340141659 0.575740564253781 0.414538567470314 0.391565338500134 0.533125169428087 0.569442899410978 0.52008075620533 0.643420689485031 0.355288855223469 0.50292258620582 0.508839479052317 0.603198313157255 0.541637972117638 0.63386535185789 0.483894629344454 0.548966625105911 0.575687104539835 0.566956505211229 0.450573767663721 0.436419225723601 0.484392934247166 0.37545068653228 0.561986478434102 0.465514054654435 0.590318287007355 0.529191809800834 0.574572411814242 0.514449102259293 0.467286433127284 0.496790155704952 0.486935736384291 0.50522536533201 0.449818941752166 0.472696901784661 0.563931059760389 0.456467140327149 0.472424753417369 0.642618406244463 0.575524411071515 0.561148039124992 0.603615657616725 0.534639766476041 0.604857105326234 0.500102780680919
"A69" 0.325077811431578 0.424841768216005 0.416920335761153 0.267699031266577 0.381928176239096 0.522186308711696 0.518387973721869 0.363715892579236 0.500149747657727 0.302138522889597 0.603712739576078 0.380071735917995 0.408425908606678 0.55427202739775 0.561095359135474 0.570371516611421 0.486098587877224 0.549165588816679 0.492503582827697 0.410972847047453 0.477374602642466 0.471955300050201 0.492899212470929 0.508072921122685 0.490775052768261 0.462421048633318 0.393766418135375 0.397698118708864 0.422479768618418 0.325833768581329 0.468795372192666 0.479294979616631 0.532250065924979 0.441136452908044 0.330453480091322 0.289723108244412 0.355839408177891 0.120676619074992 0.500001903770959 0.49468407509935 0.416678595823983 0.464709236089229 0.495167965516245 0.457594308801127 0.406321900855309 0.479135520447195 0.518267232270408 0.448379256946949 0.462092695866185 0.250908389300194 0.394005784409651 0.488185372831481 0.396977511518156 0.681303936643032 0.553803955699469 0.638686648784364 0.589751722986948 0.55320566841011 0.647493012450135 0.575328582895689 0.545021820544334 0.562808815706105 0.513393519627732 0.590796243100708 0.604576367734271 0.517974672493102 0.570121522994907 0.49337405133902 0.61486297145508 0.578181839154371 0.756575681071785 0.635027616280865 0.67527070396816 0.498947105045067 0.47445884315598 0.611201032747957 0.655980026511109 0.593057534885151 0.59029206396045 0.579522464262357 0.536365485211961 0.661038029967063 0.482050483496954 0.686413264807722 0.548955767262534 0.637011031730092 0.557570833206112 0.592984722848305 0.564800569955852 0.60520923466453 0.585596207805342 0.536077394980522 0.609679236037294 0.620053737373692 0.632074023547526 0.536456638884367 0.715713422306819 0.71329798377338 0.611491290495341 0.648511451646057 0.55368396194106 0.596801385587727 0.449777426427091
"A70" 0.449734198146218 0.315151818150955 0.51271810434922 0.443780445679313 0.566792822407928 0.511815482853264 0.513428459549665 0.400186726541638 0.464606503136831 0.606165942330957 0.402472598859997 0.430010446766311 0.5099388349381 0.426375248456238 0.593195520260993 0.501069339873655 0.659309062527234 0.418796714669949 0.453330083083221 0.5366580223794 0.559054886092429 0.348810642218961 0.612462940796268 0.565912728518751 0.50129815702946 0.49241732901123 0.550717763309581 0.451467216856354 0.415284583150418 0.45241992586537 0.448039446818294 0.385685645409456 0.564963066805505 0.441018601201011 0.472295040477479 0.468747799999087 0.503501827683713 0.500001903770959 0.131700514358803 0.302354974410528 0.625942063611819 0.556016241211487 0.597474545576041 0.522196096900031 0.494461655802573 0.394336214283775 0.410398200252911 0.5063889333296 0.527936094994142 0.4939897194276 0.485663290921571 0.460854482195707 0.579084382575579 0.605979935278595 0.502436850052608 0.583522712626206 0.58830007555471 0.633052989051111 0.520822747646219 0.397952862593935 0.431528024441445 0.605808796426154 0.523123700083482 0.643230881166955 0.646310398183102 0.550649221118433 0.619780967645227 0.435635449771827 0.510228372711184 0.615839433237585 0.73946251518344 0.677294632274289 0.665567641870265 0.528183587344014 0.673442377261432 0.537594210745784 0.551372963171427 0.475372303709709 0.503684560425507 0.583050083040387 0.347242542911749 0.563122845754792 0.500985092497027 0.527968171128676 0.445832312916963 0.543367317309607 0.499343581541492 0.420355101047007 0.479020496710894 0.64284370364458 0.60727434930234 0.536666971811058 0.632095052973039 0.479178951381874 0.536529439368001 0.593305632983147 0.697182642389524 0.595503005081794 0.496128267368806 0.641065414690174 0.580035108337886 0.482478185096094 0.566510880252199
"A76" 0.367900570443253 0.299444435227495 0.434938438503111 0.439171094204607 0.518999396370617 0.419546526705991 0.389996869981564 0.398046170259233 0.491599165394125 0.513688680126732 0.361137190346193 0.534477994787004 0.380358971183878 0.498662217975258 0.474315669102811 0.506184186032423 0.522079998277379 0.457853673353261 0.407542780437897 0.438712342522933 0.411723263690426 0.403278674504684 0.47447734823045 0.442533152295596 0.432641313928589 0.470015552696558 0.352625319343198 0.465952320606312 0.180837532135493 0.377255336906215 0.379075236613972 0.355951837506965 0.458296777091226 0.463368744650789 0.382808543737336 0.385188992591371 0.475818971906141 0.49468407509935 0.302354974410528 0.0304650475619125 0.530003658366737 0.504864819231307 0.560328277430711 0.471320917018661 0.523016290387441 0.359336923779376 0.363449838505044 0.307583014162916 0.511996834466025 0.465001530046711 0.301043005889184 0.41267341597702 0.532268175391662 0.598102006188452 0.454755580062364 0.474483005365974 0.538193254591036 0.52115331808573 0.484343741245112 0.422679732135621 0.43329920997986 0.526495367032782 0.448495185256064 0.542016883858461 0.581307967204976 0.471687261481475 0.582966459157748 0.326230497161234 0.491981893283923 0.569024746791919 0.725401096465963 0.654509157475964 0.63936111258067 0.468711393108108 0.553813138528508 0.524620883869403 0.545007106317343 0.471811812805064 0.479579958354201 0.569308055962426 0.331647594473567 0.530658715820058 0.479140646703371 0.522565021698088 0.451139854397479 0.526450563050896 0.453726357243864 0.46421063828964 0.421066541315087 0.531552116103976 0.598978732821581 0.518956409321095 0.57777566555696 0.410007979376968 0.507081270967765 0.446021266839966 0.656940762102205 0.615383351263067 0.461920644963072 0.570748438928239 0.490524357320707 0.460331842447033 0.468189643765986
"A79" 0.349507512068406 0.585652331618444 0.501875190166949 0.443844607875779 0.4243030130293 0.474320683233797 0.627964292936805 0.557686601259472 0.551985775453686 0.61897691337667 0.612877376370586 0.462315343856651 0.433150326731271 0.50803795847543 0.657044886846609 0.485165697228437 0.27627029052842 0.477071131601056 0.576751645299337 0.410758934668085 0.408431482125203 0.636636002091669 0.498275687442668 0.380860122025665 0.425884794787342 0.542021248663243 0.322084473599379 0.569139353457892 0.4396529643126 0.466622267389905 0.574755739196098 0.544306301172759 0.390894880826215 0.463482725237347 0.49527048530387 0.483409541113066 0.438025667055275 0.416678595823983 0.625942063611819 0.530003658366737 0.137727017006248 0.522616107257695 0.510151166636925 0.386402948533458 0.471922262209837 0.389952927448511 0.584561449455271 0.395528162554908 0.400707075076982 0.367519120156954 0.632917077173595 0.336272291155935 0.258441209539465 0.71491896432599 0.661601132032365 0.748881887353599 0.697584706285491 0.60075346656221 0.671132304877499 0.659281257503084 0.610930732603168 0.488505723310811 0.626767153660802 0.72514378876142 0.567883121791631 0.598323938912594 0.635147038994371 0.591040589823331 0.745799754289445 0.666453916210138 0.650220209946891 0.627878642428747 0.695595045132072 0.564322608806581 0.596523327046091 0.58627149119298 0.751642695164799 0.655281201733875 0.6191273904992 0.618834599547717 0.556404857571154 0.678229889945873 0.509906170295794 0.704743532368569 0.572129422279549 0.565707388273032 0.570074930279088 0.588090341858394 0.582563283144657 0.626652620758813 0.559646640493881 0.546908397034852 0.635023280654831 0.629591578082413 0.711609553845716 0.661856798579644 0.761086461465478 0.667731047776276 0.594158902143644 0.625805537716565 0.565233170112139 0.626222801300017 0.562336446766324
